DDI_ID,Object_DrugBank_ID,Precipitant_DrugBank_ID,Object_DCQC,Precipitant_DCQC,Object_Name,Precipitant_Name,Drugbank_AE
P085071,DB00715,DB00656,47061,43137,Paroxetine,Trazodone,The risk or severity of adverse effects can be increased when Trazodone is combined with Paroxetine.
P085075,DB00904,DB00656,45590,43137,Ondansetron,Trazodone,The risk or severity of adverse effects can be increased when Trazodone is combined with Ondansetron.
P085076,DB00338,DB00656,47146,43137,Omeprazole,Trazodone,The serum concentration of Omeprazole can be decreased when it is combined with Trazodone.
P085077,DB00334,DB00656,47197,43137,Olanzapine,Trazodone,The risk or severity of adverse effects can be increased when Olanzapine is combined with Trazodone.
P085078,DB00218,DB00656,47391,43137,Moxifloxacin,Trazodone,The risk or severity of QTc prolongation can be increased when Trazodone is combined with Moxifloxacin.
P085079,DB00916,DB00656,6266,43137,Metronidazole,Trazodone,The risk or severity of QTc prolongation can be increased when Trazodone is combined with Metronidazole.
P085080,DB00524,DB00656,19440,43137,Metolazone,Trazodone,The risk or severity of hyponatremia can be increased when Trazodone is combined with Metolazone.
P085081,DB00333,DB00656,45373,43137,Methadone,Trazodone,The risk or severity of adverse effects can be increased when Methadone is combined with Trazodone.
P085082,DB00836,DB00656,37599,43137,Loperamide,Trazodone,The serum concentration of Trazodone can be increased when it is combined with Loperamide.
P085085,DB01137,DB00656,47258,43137,Levofloxacin,Trazodone,The risk or severity of QTc prolongation can be increased when Trazodone is combined with Levofloxacin.
P085086,DB00448,DB00656,47140,43137,Lansoprazole,Trazodone,The serum concentration of Lansoprazole can be decreased when it is combined with Trazodone.
P085087,DB01026,DB00656,44801,43137,Ketoconazole,Trazodone,The serum concentration of Trazodone can be increased when it is combined with Ketoconazole.
P085089,DB01167,DB00656,47051,43137,Itraconazole,Trazodone,The serum concentration of Trazodone can be increased when it is combined with Itraconazole.
P085090,DB00808,DB00656,43397,43137,Indapamide,Trazodone,The risk or severity of hyponatremia can be increased when Trazodone is combined with Indapamide.
P085093,DB00557,DB00656,4706,43137,Hydroxyzine,Trazodone,Hydroxyzine may increase the central nervous system depressant (CNS depressant) activities of Trazodone.
P085094,DB01611,DB00656,4654,43137,Hydroxychloroquine,Trazodone,The metabolism of Trazodone can be decreased when combined with Hydroxychloroquine.
P085097,DB00999,DB00656,4537,43137,Hydrochlorothiazide,Trazodone,The risk or severity of hyponatremia can be increased when Trazodone is combined with Hydrochlorothiazide.
P085098,DB00502,DB00656,4394,43137,Haloperidol,Trazodone,The risk or severity of adverse effects can be increased when Haloperidol is combined with Trazodone.
P085099,DB01403,DB00656,6045,43137,Methotrimeprazine,Trazodone,The risk or severity of adverse effects can be increased when Trazodone is combined with Methotrimeprazine.
P085102,DB00674,DB00656,47415,43137,Galantamine,Trazodone,The risk or severity of QTc prolongation can be increased when Trazodone is combined with Galantamine.
P085104,DB01233,DB00656,18595,43137,Metoclopramide,Trazodone,"The risk or severity of serotonin syndrome, extrapyramidal symptoms, and neuroleptic malignant syndrome can be increased when Metoclopramide is combined with Trazodone."
P085106,DB00176,DB00656,45633,43137,Fluvoxamine,Trazodone,The risk or severity of adverse effects can be increased when Fluvoxamine is combined with Trazodone.
P085107,DB00472,DB00656,45504,43137,Fluoxetine,Trazodone,The risk or severity of adverse effects can be increased when Fluoxetine is combined with Trazodone.
P085108,DB00196,DB00656,45568,43137,Fluconazole,Trazodone,The risk or severity of QTc prolongation can be increased when Fluconazole is combined with Trazodone.
P085109,DB00220,DB00656,47293,43137,Nelfinavir,Trazodone,The serum concentration of Trazodone can be increased when it is combined with Nelfinavir.
P085110,DB01195,DB00656,45501,43137,Flecainide,Trazodone,The metabolism of Flecainide can be decreased when combined with Trazodone.
P085111,DB00927,DB00656,45460,43137,Famotidine,Trazodone,The risk or severity of QTc prolongation can be increased when Trazodone is combined with Famotidine.
P085112,DB00736,DB00656,47418,43137,Esomeprazole,Trazodone,The serum concentration of Esomeprazole can be decreased when it is combined with Trazodone.
P085113,DB01175,DB00656,47553,43137,Escitalopram,Trazodone,The risk or severity of adverse effects can be increased when Trazodone is combined with Escitalopram.
P085114,DB00199,DB00656,3458,43137,Erythromycin,Trazodone,The serum concentration of Erythromycin can be decreased when it is combined with Trazodone.
P085117,DB04855,DB00656,47804,43137,Dronedarone,Trazodone,The risk or severity of QTc prolongation can be increased when Trazodone is combined with Dronedarone.
P085118,DB01263,DB00656,47698,43137,Posaconazole,Trazodone,The serum concentration of Trazodone can be increased when it is combined with Posaconazole.
P085119,DB01142,DB00656,3198,43137,Doxepin,Trazodone,The risk or severity of adverse effects can be increased when Trazodone is combined with Doxepin.
P085120,DB00843,DB00656,47352,43137,Donepezil,Trazodone,The risk or severity of adverse effects can be increased when Donepezil is combined with Trazodone.
P085121,DB01184,DB00656,45540,43137,Domperidone,Trazodone,The risk or severity of QTc prolongation can be increased when Trazodone is combined with Domperidone.
P085123,DB01224,DB00656,47267,43137,Quetiapine,Trazodone,The risk or severity of adverse effects can be increased when Trazodone is combined with Quetiapine.
P085124,DB00280,DB00656,37911,43137,Disopyramide,Trazodone,The risk or severity of QTc prolongation can be increased when Trazodone is combined with Disopyramide.
P085125,DB01075,DB00656,3107,43137,Diphenhydramine,Trazodone,The risk or severity of adverse effects can be increased when Diphenhydramine is combined with Trazodone.
P085127,DB01211,DB00656,47018,43137,Clarithromycin,Trazodone,The serum concentration of Trazodone can be increased when it is combined with Clarithromycin.
P085128,DB00215,DB00656,47317,43137,Citalopram,Trazodone,The risk or severity of adverse effects can be increased when Citalopram is combined with Trazodone.
P085129,DB00537,DB00656,45503,43137,Ciprofloxacin,Trazodone,The risk or severity of QTc prolongation can be increased when Trazodone is combined with Ciprofloxacin.
P085130,DB00501,DB00656,38366,43137,Cimetidine,Trazodone,The metabolism of Trazodone can be decreased when combined with Cimetidine.
P085132,DB00489,DB00656,44866,43137,Sotalol,Trazodone,The metabolism of Sotalol can be decreased when combined with Trazodone.
P085133,DB00477,DB00656,1924,43137,Chlorpromazine,Trazodone,The risk or severity of adverse effects can be increased when Chlorpromazine is combined with Trazodone.
P085134,DB00608,DB00656,1833,43137,Chloroquine,Trazodone,The risk or severity of QTc prolongation can be increased when Trazodone is combined with Chloroquine.
P085140,DB00207,DB00656,46236,43137,Azithromycin,Trazodone,The risk or severity of QTc prolongation can be increased when Trazodone is combined with Azithromycin.
P085141,DB01072,DB00656,47479,43137,Atazanavir,Trazodone,The serum concentration of Trazodone can be increased when it is combined with Atazanavir.
P085143,DB00261,DB00656,47262,43137,Anagrelide,Trazodone,The risk or severity of QTc prolongation can be increased when Trazodone is combined with Anagrelide.
P085147,DB00321,DB00656,429,43137,Amitriptyline,Trazodone,The risk or severity of adverse effects can be increased when Amitriptyline is combined with Trazodone.
P085149,DB01118,DB00656,45441,43137,Amiodarone,Trazodone,The metabolism of Amiodarone can be decreased when combined with Trazodone.
P085150,DB00915,DB00656,18426,43137,Amantadine,Trazodone,The risk or severity of serotonin syndrome can be increased when Trazodone is combined with Amantadine.
P085152,DB00656,DB05294,43137,47907,Trazodone,Vandetanib,The risk or severity of QTc prolongation can be increased when Trazodone is combined with Vandetanib.
P085160,DB00489,DB05294,44866,47907,Sotalol,Vandetanib,The risk or severity of QTc prolongation can be increased when Sotalol is combined with Vandetanib.
P085162,DB01104,DB05294,45630,47907,Sertraline,Vandetanib,The risk or severity of QTc prolongation can be increased when Sertraline is combined with Vandetanib.
P085166,DB01224,DB05294,47267,47907,Quetiapine,Vandetanib,The risk or severity of QTc prolongation can be increased when Quetiapine is combined with Vandetanib.
P085168,DB01182,DB05294,45478,47907,Propafenone,Vandetanib,The risk or severity of QTc prolongation can be increased when Propafenone is combined with Vandetanib.
P085170,DB01263,DB05294,47698,47907,Posaconazole,Vandetanib,The risk or severity of QTc prolongation can be increased when Posaconazole is combined with Vandetanib.
P085172,DB01100,DB05294,33465,47907,Pimozide,Vandetanib,The risk or severity of QTc prolongation can be increased when Pimozide is combined with Vandetanib.
P085173,DB00738,DB05294,45557,47907,Pentamidine,Vandetanib,The risk or severity of QTc prolongation can be increased when Pentamidine is combined with Vandetanib.
P085177,DB00338,DB05294,47146,47907,Omeprazole,Vandetanib,The serum concentration of Omeprazole can be increased when it is combined with Vandetanib.
P085178,DB00334,DB05294,47197,47907,Olanzapine,Vandetanib,The risk or severity of QTc prolongation can be increased when Olanzapine is combined with Vandetanib.
P085179,DB00220,DB05294,47293,47907,Nelfinavir,Vandetanib,The risk or severity of QTc prolongation can be increased when Nelfinavir is combined with Vandetanib.
P085180,DB00218,DB05294,47391,47907,Moxifloxacin,Vandetanib,The risk or severity of QTc prolongation can be increased when Moxifloxacin is combined with Vandetanib.
P085181,DB00916,DB05294,6266,47907,Metronidazole,Vandetanib,The risk or severity of QTc prolongation can be increased when Metronidazole is combined with Vandetanib.
P085183,DB01233,DB05294,18595,47907,Metoclopramide,Vandetanib,The risk or severity of QTc prolongation can be increased when Metoclopramide is combined with Vandetanib.
P085184,DB00836,DB05294,37599,47907,Loperamide,Vandetanib,The risk or severity of QTc prolongation can be increased when Loperamide is combined with Vandetanib.
P085186,DB01403,DB05294,6045,47907,Methotrimeprazine,Vandetanib,The risk or severity of QTc prolongation can be increased when Methotrimeprazine is combined with Vandetanib.
P085187,DB01137,DB05294,47258,47907,Levofloxacin,Vandetanib,The risk or severity of QTc prolongation can be increased when Levofloxacin is combined with Vandetanib.
P085188,DB00448,DB05294,47140,47907,Lansoprazole,Vandetanib,The serum concentration of Lansoprazole can be increased when it is combined with Vandetanib.
P085189,DB01026,DB05294,44801,47907,Ketoconazole,Vandetanib,The risk or severity of QTc prolongation can be increased when Ketoconazole is combined with Vandetanib.
P085190,DB01167,DB05294,47051,47907,Itraconazole,Vandetanib,The risk or severity of QTc prolongation can be increased when Itraconazole is combined with Vandetanib.
P085191,DB00808,DB05294,43397,47907,Indapamide,Vandetanib,The risk or severity of QTc prolongation can be increased when Indapamide is combined with Vandetanib.
P085194,DB00557,DB05294,4706,47907,Hydroxyzine,Vandetanib,The risk or severity of QTc prolongation can be increased when Hydroxyzine is combined with Vandetanib.
P085195,DB01611,DB05294,4654,47907,Hydroxychloroquine,Vandetanib,The risk or severity of QTc prolongation can be increased when Hydroxychloroquine is combined with Vandetanib.
P085200,DB00999,DB05294,4537,47907,Hydrochlorothiazide,Vandetanib,The risk or severity of QTc prolongation can be increased when Hydrochlorothiazide is combined with Vandetanib.
P085201,DB00502,DB05294,4394,47907,Haloperidol,Vandetanib,The risk or severity of QTc prolongation can be increased when Haloperidol is combined with Vandetanib.
P085203,DB00333,DB05294,45373,47907,Methadone,Vandetanib,The risk or severity of QTc prolongation can be increased when Methadone is combined with Vandetanib.
P085205,DB00674,DB05294,47415,47907,Galantamine,Vandetanib,The risk or severity of QTc prolongation can be increased when Galantamine is combined with Vandetanib.
P085209,DB00472,DB05294,45504,47907,Fluoxetine,Vandetanib,The risk or severity of QTc prolongation can be increased when Fluoxetine is combined with Vandetanib.
P085210,DB00196,DB05294,45568,47907,Fluconazole,Vandetanib,The risk or severity of QTc prolongation can be increased when Fluconazole is combined with Vandetanib.
P085211,DB01195,DB05294,45501,47907,Flecainide,Vandetanib,The risk or severity of QTc prolongation can be increased when Flecainide is combined with Vandetanib.
P085212,DB00927,DB05294,45460,47907,Famotidine,Vandetanib,The risk or severity of QTc prolongation can be increased when Famotidine is combined with Vandetanib.
P085213,DB00736,DB05294,47418,47907,Esomeprazole,Vandetanib,The serum concentration of Esomeprazole can be increased when it is combined with Vandetanib.
P085214,DB01175,DB05294,47553,47907,Escitalopram,Vandetanib,The risk or severity of QTc prolongation can be increased when Escitalopram is combined with Vandetanib.
P085215,DB00199,DB05294,3458,47907,Erythromycin,Vandetanib,The risk or severity of QTc prolongation can be increased when Erythromycin is combined with Vandetanib.
P085216,DB00904,DB05294,45590,47907,Ondansetron,Vandetanib,The risk or severity of QTc prolongation can be increased when Ondansetron is combined with Vandetanib.
P085217,DB00715,DB05294,47061,47907,Paroxetine,Vandetanib,The risk or severity of QTc prolongation can be increased when Paroxetine is combined with Vandetanib.
P085221,DB04855,DB05294,47804,47907,Dronedarone,Vandetanib,The risk or severity of QTc prolongation can be increased when Dronedarone is combined with Vandetanib.
P085222,DB01142,DB05294,3198,47907,Doxepin,Vandetanib,The risk or severity of QTc prolongation can be increased when Doxepin is combined with Vandetanib.
P085223,DB00843,DB05294,47352,47907,Donepezil,Vandetanib,The risk or severity of QTc prolongation can be increased when Donepezil is combined with Vandetanib.
P085224,DB01184,DB05294,45540,47907,Domperidone,Vandetanib,The risk or severity of QTc prolongation can be increased when Domperidone is combined with Vandetanib.
P085226,DB00280,DB05294,37911,47907,Disopyramide,Vandetanib,The risk or severity of QTc prolongation can be increased when Disopyramide is combined with Vandetanib.
P085228,DB01075,DB05294,3107,47907,Diphenhydramine,Vandetanib,The risk or severity of QTc prolongation can be increased when Diphenhydramine is combined with Vandetanib.
P085230,DB01211,DB05294,47018,47907,Clarithromycin,Vandetanib,The risk or severity of QTc prolongation can be increased when Clarithromycin is combined with Vandetanib.
P085231,DB00215,DB05294,47317,47907,Citalopram,Vandetanib,The risk or severity of QTc prolongation can be increased when Citalopram is combined with Vandetanib.
P085232,DB01591,DB05294,47625,47907,Solifenacin,Vandetanib,The risk or severity of QTc prolongation can be increased when Solifenacin is combined with Vandetanib.
P085233,DB00537,DB05294,45503,47907,Ciprofloxacin,Vandetanib,The risk or severity of QTc prolongation can be increased when Ciprofloxacin is combined with Vandetanib.
P085234,DB00501,DB05294,38366,47907,Cimetidine,Vandetanib,The serum concentration of Cimetidine can be increased when it is combined with Vandetanib.
P085236,DB00477,DB05294,1924,47907,Chlorpromazine,Vandetanib,The risk or severity of QTc prolongation can be increased when Chlorpromazine is combined with Vandetanib.
P085238,DB00608,DB05294,1833,47907,Chloroquine,Vandetanib,The risk or severity of QTc prolongation can be increased when Chloroquine is combined with Vandetanib.
P085242,DB00207,DB05294,46236,47907,Azithromycin,Vandetanib,The risk or severity of QTc prolongation can be increased when Azithromycin is combined with Vandetanib.
P085243,DB01072,DB05294,47479,47907,Atazanavir,Vandetanib,The risk or severity of QTc prolongation can be increased when Atazanavir is combined with Vandetanib.
P085245,DB00261,DB05294,47262,47907,Anagrelide,Vandetanib,The risk or severity of QTc prolongation can be increased when Anagrelide is combined with Vandetanib.
P085249,DB00321,DB05294,429,47907,Amitriptyline,Vandetanib,The serum concentration of Amitriptyline can be increased when it is combined with Vandetanib.
P085251,DB01118,DB05294,45441,47907,Amiodarone,Vandetanib,The risk or severity of QTc prolongation can be increased when Amiodarone is combined with Vandetanib.
P085252,DB00915,DB05294,18426,47907,Amantadine,Vandetanib,The risk or severity of QTc prolongation can be increased when Amantadine is combined with Vandetanib.
P085254,DB05294,DB00582,47907,47538,Vandetanib,Voriconazole,The risk or severity of QTc prolongation can be increased when Voriconazole is combined with Vandetanib.
P085262,DB00489,DB00582,44866,47538,Sotalol,Voriconazole,The risk or severity of QTc prolongation can be increased when Voriconazole is combined with Sotalol.
P085263,DB01591,DB00582,47625,47538,Solifenacin,Voriconazole,The risk or severity of QTc prolongation can be increased when Voriconazole is combined with Solifenacin.
P085268,DB01224,DB00582,47267,47538,Quetiapine,Voriconazole,The metabolism of Quetiapine can be decreased when combined with Voriconazole.
P085270,DB01182,DB00582,45478,47538,Propafenone,Voriconazole,The risk or severity of QTc prolongation can be increased when Voriconazole is combined with Propafenone.
P085271,DB01263,DB00582,47698,47538,Posaconazole,Voriconazole,The risk or severity of QTc prolongation can be increased when Voriconazole is combined with Posaconazole.
P085274,DB01100,DB00582,33465,47538,Pimozide,Voriconazole,The metabolism of Pimozide can be decreased when combined with Voriconazole.
P085275,DB00738,DB00582,45557,47538,Pentamidine,Voriconazole,The risk or severity of QTc prolongation can be increased when Voriconazole is combined with Pentamidine.
P085276,DB00715,DB00582,47061,47538,Paroxetine,Voriconazole,The metabolism of Voriconazole can be decreased when combined with Paroxetine.
P085279,DB00904,DB00582,45590,47538,Ondansetron,Voriconazole,The metabolism of Ondansetron can be decreased when combined with Voriconazole.
P085280,DB00338,DB00582,47146,47538,Omeprazole,Voriconazole,The metabolism of Omeprazole can be decreased when combined with Voriconazole.
P085281,DB00220,DB00582,47293,47538,Nelfinavir,Voriconazole,The metabolism of Voriconazole can be decreased when combined with Nelfinavir.
P085282,DB00218,DB00582,47391,47538,Moxifloxacin,Voriconazole,The risk or severity of QTc prolongation can be increased when Voriconazole is combined with Moxifloxacin.
P085283,DB00916,DB00582,6266,47538,Metronidazole,Voriconazole,The metabolism of Voriconazole can be decreased when combined with Metronidazole.
P085284,DB01233,DB00582,18595,47538,Metoclopramide,Voriconazole,The risk or severity of QTc prolongation can be increased when Voriconazole is combined with Metoclopramide.
P085285,DB00333,DB00582,45373,47538,Methadone,Voriconazole,The metabolism of Methadone can be decreased when combined with Voriconazole.
P085286,DB00836,DB00582,37599,47538,Loperamide,Voriconazole,The risk or severity of QTc prolongation can be increased when Voriconazole is combined with Loperamide.
P085288,DB01403,DB00582,6045,47538,Methotrimeprazine,Voriconazole,The risk or severity of QTc prolongation can be increased when Voriconazole is combined with Methotrimeprazine.
P085290,DB01137,DB00582,47258,47538,Levofloxacin,Voriconazole,The risk or severity of QTc prolongation can be increased when Voriconazole is combined with Levofloxacin.
P085291,DB01026,DB00582,44801,47538,Ketoconazole,Voriconazole,The metabolism of Voriconazole can be decreased when combined with Ketoconazole.
P085293,DB01167,DB00582,47051,47538,Itraconazole,Voriconazole,The risk or severity of QTc prolongation can be increased when Voriconazole is combined with Itraconazole.
P085296,DB00557,DB00582,4706,47538,Hydroxyzine,Voriconazole,The risk or severity of QTc prolongation can be increased when Hydroxyzine is combined with Voriconazole.
P085297,DB00808,DB00582,43397,47538,Indapamide,Voriconazole,The risk or severity of QTc prolongation can be increased when Voriconazole is combined with Indapamide.
P085298,DB00448,DB00582,47140,47538,Lansoprazole,Voriconazole,The metabolism of Lansoprazole can be decreased when combined with Voriconazole.
P085299,DB01611,DB00582,4654,47538,Hydroxychloroquine,Voriconazole,The risk or severity of QTc prolongation can be increased when Voriconazole is combined with Hydroxychloroquine.
P085302,DB00999,DB00582,4537,47538,Hydrochlorothiazide,Voriconazole,The risk or severity of QTc prolongation can be increased when Voriconazole is combined with Hydrochlorothiazide.
P085303,DB00502,DB00582,4394,47538,Haloperidol,Voriconazole,The metabolism of Haloperidol can be decreased when combined with Voriconazole.
P085306,DB00674,DB00582,47415,47538,Galantamine,Voriconazole,The risk or severity of QTc prolongation can be increased when Voriconazole is combined with Galantamine.
P085310,DB00176,DB00582,45633,47538,Fluvoxamine,Voriconazole,The metabolism of Voriconazole can be decreased when combined with Fluvoxamine.
P085311,DB00472,DB00582,45504,47538,Fluoxetine,Voriconazole,The risk or severity of QTc prolongation can be increased when Voriconazole is combined with Fluoxetine.
P085312,DB00334,DB00582,47197,47538,Olanzapine,Voriconazole,The metabolism of Voriconazole can be decreased when combined with Olanzapine.
P085313,DB00196,DB00582,45568,47538,Fluconazole,Voriconazole,The metabolism of Voriconazole can be decreased when combined with Fluconazole.
P085314,DB01195,DB00582,45501,47538,Flecainide,Voriconazole,The risk or severity of QTc prolongation can be increased when Voriconazole is combined with Flecainide.
P085315,DB00927,DB00582,45460,47538,Famotidine,Voriconazole,Famotidine can cause a decrease in the absorption of Voriconazole resulting in a reduced serum concentration and potentially a decrease in efficacy.
P085316,DB00736,DB00582,47418,47538,Esomeprazole,Voriconazole,The metabolism of Esomeprazole can be decreased when combined with Voriconazole.
P085318,DB01175,DB00582,47553,47538,Escitalopram,Voriconazole,The risk or severity of QTc prolongation can be increased when Voriconazole is combined with Escitalopram.
P085319,DB00199,DB00582,3458,47538,Erythromycin,Voriconazole,The risk or severity of QTc prolongation can be increased when Voriconazole is combined with Erythromycin.
P085322,DB04855,DB00582,47804,47538,Dronedarone,Voriconazole,The metabolism of Dronedarone can be decreased when combined with Voriconazole.
P085323,DB01142,DB00582,3198,47538,Doxepin,Voriconazole,The metabolism of Doxepin can be decreased when combined with Voriconazole.
P085324,DB00843,DB00582,47352,47538,Donepezil,Voriconazole,The metabolism of Donepezil can be decreased when combined with Voriconazole.
P085325,DB01184,DB00582,45540,47538,Domperidone,Voriconazole,The risk or severity of QTc prolongation can be increased when Voriconazole is combined with Domperidone.
P085329,DB00280,DB00582,37911,47538,Disopyramide,Voriconazole,The risk or severity of QTc prolongation can be increased when Voriconazole is combined with Disopyramide.
P085330,DB01075,DB00582,3107,47538,Diphenhydramine,Voriconazole,The metabolism of Diphenhydramine can be decreased when combined with Voriconazole.
P085332,DB01104,DB00582,45630,47538,Sertraline,Voriconazole,The metabolism of Sertraline can be decreased when combined with Voriconazole.
P085333,DB01211,DB00582,47018,47538,Clarithromycin,Voriconazole,The risk or severity of QTc prolongation can be increased when Voriconazole is combined with Clarithromycin.
P085334,DB00215,DB00582,47317,47538,Citalopram,Voriconazole,The risk or severity of QTc prolongation can be increased when Voriconazole is combined with Citalopram.
P085335,DB00537,DB00582,45503,47538,Ciprofloxacin,Voriconazole,The risk or severity of QTc prolongation can be increased when Voriconazole is combined with Ciprofloxacin.
P085336,DB00501,DB00582,38366,47538,Cimetidine,Voriconazole,The metabolism of Voriconazole can be decreased when combined with Cimetidine.
P085338,DB00477,DB00582,1924,47538,Chlorpromazine,Voriconazole,The risk or severity of QTc prolongation can be increased when Voriconazole is combined with Chlorpromazine.
P085340,DB00608,DB00582,1833,47538,Chloroquine,Voriconazole,The risk or severity of QTc prolongation can be increased when Voriconazole is combined with Chloroquine.
P085344,DB00207,DB00582,46236,47538,Azithromycin,Voriconazole,The risk or severity of QTc prolongation can be increased when Voriconazole is combined with Azithromycin.
P085345,DB01072,DB00582,47479,47538,Atazanavir,Voriconazole,The serum concentration of Voriconazole can be increased when it is combined with Atazanavir.
P085346,DB00656,DB00582,43137,47538,Trazodone,Voriconazole,The serum concentration of Trazodone can be increased when it is combined with Voriconazole.
P085348,DB00261,DB00582,47262,47538,Anagrelide,Voriconazole,The risk or severity of QTc prolongation can be increased when Voriconazole is combined with Anagrelide.
P085351,DB00681,DB00582,520,47538,Amphotericin B,Voriconazole,The therapeutic efficacy of Amphotericin B can be decreased when used in combination with Voriconazole.
P085352,DB00321,DB00582,429,47538,Amitriptyline,Voriconazole,The metabolism of Amitriptyline can be decreased when combined with Voriconazole.
P085354,DB01118,DB00582,45441,47538,Amiodarone,Voriconazole,The metabolism of Amiodarone can be decreased when combined with Voriconazole.
P085355,DB00915,DB00582,18426,47538,Amantadine,Voriconazole,The risk or severity of QTc prolongation can be increased when Voriconazole is combined with Amantadine.
P085357,DB00582,DB00246,47538,47717,Voriconazole,Ziprasidone,The risk or severity of QTc prolongation can be increased when Voriconazole is combined with Ziprasidone.
P085358,DB05294,DB00246,47907,47717,Vandetanib,Ziprasidone,The risk or severity of QTc prolongation can be increased when Ziprasidone is combined with Vandetanib.
P085359,DB00656,DB00246,43137,47717,Trazodone,Ziprasidone,The risk or severity of adverse effects can be increased when Ziprasidone is combined with Trazodone.
P085366,DB00489,DB00246,44866,47717,Sotalol,Ziprasidone,The metabolism of Sotalol can be decreased when combined with Ziprasidone.
P085367,DB01591,DB00246,47625,47717,Solifenacin,Ziprasidone,The risk or severity of QTc prolongation can be increased when Solifenacin is combined with Ziprasidone.
P085368,DB01104,DB00246,45630,47717,Sertraline,Ziprasidone,The risk or severity of adverse effects can be increased when Ziprasidone is combined with Sertraline.
P085373,DB01224,DB00246,47267,47717,Quetiapine,Ziprasidone,The risk or severity of adverse effects can be increased when Ziprasidone is combined with Quetiapine.
P085376,DB01263,DB00246,47698,47717,Posaconazole,Ziprasidone,The risk or severity of QTc prolongation can be increased when Posaconazole is combined with Ziprasidone.
P085378,DB01100,DB00246,33465,47717,Pimozide,Ziprasidone,The risk or severity of adverse effects can be increased when Ziprasidone is combined with Pimozide.
P085379,DB00738,DB00246,45557,47717,Pentamidine,Ziprasidone,The risk or severity of QTc prolongation can be increased when Pentamidine is combined with Ziprasidone.
P085380,DB00715,DB00246,47061,47717,Paroxetine,Ziprasidone,The risk or severity of adverse effects can be increased when Ziprasidone is combined with Paroxetine.
P085383,DB00904,DB00246,45590,47717,Ondansetron,Ziprasidone,The risk or severity of adverse effects can be increased when Ziprasidone is combined with Ondansetron.
P085384,DB00338,DB00246,47146,47717,Omeprazole,Ziprasidone,The metabolism of Ziprasidone can be increased when combined with Omeprazole.
P085385,DB00334,DB00246,47197,47717,Olanzapine,Ziprasidone,The risk or severity of adverse effects can be increased when Ziprasidone is combined with Olanzapine.
P085386,DB00220,DB00246,47293,47717,Nelfinavir,Ziprasidone,The risk or severity of QTc prolongation can be increased when Nelfinavir is combined with Ziprasidone.
P085387,DB00218,DB00246,47391,47717,Moxifloxacin,Ziprasidone,The risk or severity of QTc prolongation can be increased when Moxifloxacin is combined with Ziprasidone.
P085388,DB00524,DB00246,19440,47717,Metolazone,Ziprasidone,Ziprasidone may decrease the antihypertensive activities of Metolazone.
P085389,DB01233,DB00246,18595,47717,Metoclopramide,Ziprasidone,The risk or severity of adverse effects can be increased when Metoclopramide is combined with Ziprasidone.
P085390,DB00333,DB00246,45373,47717,Methadone,Ziprasidone,The risk or severity of adverse effects can be increased when Methadone is combined with Ziprasidone.
P085392,DB01403,DB00246,6045,47717,Methotrimeprazine,Ziprasidone,The risk or severity of adverse effects can be increased when Ziprasidone is combined with Methotrimeprazine.
P085395,DB01026,DB00246,44801,47717,Ketoconazole,Ziprasidone,The risk or severity of QTc prolongation can be increased when Ketoconazole is combined with Ziprasidone.
P085397,DB01167,DB00246,47051,47717,Itraconazole,Ziprasidone,The risk or severity of QTc prolongation can be increased when Itraconazole is combined with Ziprasidone.
P085398,DB00808,DB00246,43397,47717,Indapamide,Ziprasidone,The risk or severity of QTc prolongation can be increased when Indapamide is combined with Ziprasidone.
P085401,DB00557,DB00246,4706,47717,Hydroxyzine,Ziprasidone,Hydroxyzine may increase the central nervous system depressant (CNS depressant) activities of Ziprasidone.
P085402,DB01611,DB00246,4654,47717,Hydroxychloroquine,Ziprasidone,The risk or severity of QTc prolongation can be increased when Hydroxychloroquine is combined with Ziprasidone.
P085403,DB01137,DB00246,47258,47717,Levofloxacin,Ziprasidone,The risk or severity of QTc prolongation can be increased when Levofloxacin is combined with Ziprasidone.
P085406,DB00836,DB00246,37599,47717,Loperamide,Ziprasidone,The risk or severity of QTc prolongation can be increased when Loperamide is combined with Ziprasidone.
P085407,DB00999,DB00246,4537,47717,Hydrochlorothiazide,Ziprasidone,The risk or severity of QTc prolongation can be increased when Hydrochlorothiazide is combined with Ziprasidone.
P085408,DB00502,DB00246,4394,47717,Haloperidol,Ziprasidone,The risk or severity of adverse effects can be increased when Ziprasidone is combined with Haloperidol.
P085411,DB00916,DB00246,6266,47717,Metronidazole,Ziprasidone,The risk or severity of QTc prolongation can be increased when Metronidazole is combined with Ziprasidone.
P085412,DB00674,DB00246,47415,47717,Galantamine,Ziprasidone,The risk or severity of QTc prolongation can be increased when Galantamine is combined with Ziprasidone.
P085415,DB00176,DB00246,45633,47717,Fluvoxamine,Ziprasidone,The risk or severity of adverse effects can be increased when Fluvoxamine is combined with Ziprasidone.
P085416,DB00472,DB00246,45504,47717,Fluoxetine,Ziprasidone,The risk or severity of adverse effects can be increased when Ziprasidone is combined with Fluoxetine.
P085417,DB00196,DB00246,45568,47717,Fluconazole,Ziprasidone,The risk or severity of QTc prolongation can be increased when Fluconazole is combined with Ziprasidone.
P085418,DB01195,DB00246,45501,47717,Flecainide,Ziprasidone,The metabolism of Flecainide can be decreased when combined with Ziprasidone.
P085419,DB00927,DB00246,45460,47717,Famotidine,Ziprasidone,The risk or severity of QTc prolongation can be increased when Famotidine is combined with Ziprasidone.
